genome	organism	contigs	bases	tRNA	rRNA	CDS	tmRNA	repeat_region	OriginalName	Study_set	GenomeType	Sample_accession	Country	Continent	Host	Source	Disease	SamplingDate	Latitude	Longtitude	contigs_0_bp	contigs_1000_bp	contigs_5000_bp	contigs_10000_bp	contigs_25000_bp	contigs_50000_bp	Total_length_0_bp	Total_length_1000_bp	Total_length_5000_bp	Total_length_10000_bp	Total_length_25000_bp	Total_length_50000_bp	N_contigs	Largestcontig	Total_length	GC	N50	N75	L50	L75	Ns_per_100_kbp	Marker_lineage	Completeness	Contamination	Strain_heterogeneity	subdivision	lineages	letter	color
V1_CD3_0_PN	Bacteroides	37	5072000	53	NA	4221	1	1	GUT_GENOME120034	UHGG	MAG	SAMEA2338795	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	37	37	36	36	33	27	5072000	5072000	5069291	5069291	5005372	4797864	37	544262	5072000	43.35	187462	119337	8	16	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage L	L	#0016b4
MetaHIT_MH0410	Bacteroides	155	5032496	37	1	4130	NA	NA	GUT_GENOME112821	UHGG	MAG	SAMEA2155520	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	155	155	130	110	75	37	5032496	5032496	4966079	4808664	4233433	2894369	155	152319	5032496	43.31	60700	34088	30	60	0	o__Bacteroidales_(UID2657)	96.76	0.56	100	1	lineage L	L	#0016b4
133_4M	Bacteroides	68	5157709	54	NA	4307	1	NA	GUT_GENOME002387	UHGG	MAG	SAMEA2579931	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	68	68	63	59	44	31	5157709	5157709	5141371	5110441	4864118	4414723	68	432262	5157709	43.33	150632	83460	11	24	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage L	L	#0016b4
587_12M	Bacteroides	58	4504319	47	NA	3690	1	1	GUT_GENOME061985	UHGG	MAG	SAMEA2580221	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	58	58	54	51	44	30	4504319	4504319	4489885	4465199	4345247	3856132	58	291132	4504319	43.4	140059	70294	12	22	0	o__Bacteroidales_(UID2657)	93.27	0	0	1	lineage M	M	#492f74
615_4M	Bacteroides	39	5230883	62	2	4400	1	2	GUT_GENOME006623	UHGG	MAG	SAMEA2580250	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	39	39	37	35	32	26	5230883	5230883	5224850	5212029	5166827	4962953	39	629970	5230883	43.39	187206	141506	8	16	0	o__Bacteroidales_(UID2657)	99.26	0.19	0	1	lineage M	M	#492f74
615_12M	Bacteroides	61	5350040	56	NA	4499	1	2	GUT_GENOME006609	UHGG	MAG	SAMEA2580249	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	61	61	57	53	44	37	5350040	5350040	5339340	5311871	5160856	4901514	61	407454	5350040	43.28	148102	95130	13	24	0	o__Bacteroidales_(UID2657)	98.17	3.16	16.67	1	lineage M	M	#492f74
587_B	Bacteroides	277	5081096	63	1	4199	1	1	GUT_GENOME079508	UHGG	MAG	SAMEA2580223	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	277	277	166	124	77	23	5081096	5081096	4803447	4503441	3751918	1774730	277	172188	5081096	43.63	38250	22683	41	80	0	o__Bacteroidales_(UID2657)	99.26	0.74	100	1	lineage M	M	#492f74
78_4M	Bacteroides	125	5076145	62	4	4214	1	1	GUT_GENOME080344	UHGG	MAG	SAMEA2580288	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	125	125	76	68	54	40	5076145	5076145	4963289	4903271	4649190	4120717	125	280902	5076145	43.18	94976	57982	17	35	0	o__Bacteroidales_(UID2657)	95.91	0.19	100	1	lineage N	N	#b84ccb
201_B	Bacteroides	123	5224297	54	2	4313	1	1	GUT_GENOME076499	UHGG	MAG	SAMEA2579979	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	123	123	89	80	59	37	5224297	5224297	5155004	5093819	4726207	3914680	123	260345	5224297	43.18	84403	48671	18	38	0	o__Bacteroidales_(UID2657)	94.94	0.42	33.33	1	lineage N	N	#b84ccb
367_B	Bacteroides	57	4554299	49	NA	3713	1	2	GUT_GENOME004474	UHGG	MAG	SAMEA2580091	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	57	57	55	52	40	32	4554299	4554299	4548401	4525800	4336869	4013595	57	445606	4554299	43.43	133578	72537	12	23	0	o__Bacteroidales_(UID2657)	90.93	0	0	1	lineage O	O	#cf9cb3
1_B	Bacteroides	48	4565332	47	NA	3747	1	1	GUT_GENOME003009	UHGG	MAG	SAMEA2579975	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	48	48	46	45	37	29	4565332	4565332	4560348	4554029	4422518	4139394	48	547021	4565332	43.27	163330	94112	9	19	0	o__Bacteroidales_(UID2657)	94.72	0	0	1	lineage P	P	#cc4d8e
V1_UC15_3	Bacteroides	84	4659306	43	NA	3813	1	1	GUT_GENOME137432	UHGG	MAG	SAMEA2042443	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	84	84	74	64	49	33	4659306	4659306	4630387	4562026	4318050	3746468	84	294585	4659306	43.34	104544	66119	15	29	0	o__Bacteroidales_(UID2657)	96.86	0	0	1	lineage P	P	#cc4d8e
V1_UC15_0	Bacteroides	311	5166407	39	NA	4324	1	1	GUT_GENOME137403	UHGG	MAG	SAMEA2042442	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	311	311	221	156	74	17	5166407	5166407	4902325	4446815	3134739	1152689	311	102617	5166407	43.15	30306	15885	55	111	0	o__Bacteroidales_(UID2657)	99.09	0.55	14.29	1	lineage P	P	#cc4d8e
1_4M	Bacteroides	59	4760535	49	NA	3901	1	NA	GUT_GENOME058676	UHGG	MAG	SAMEA2579938	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	59	59	59	54	45	34	4760535	4760535	4760535	4723177	4553338	4184610	59	316960	4760535	43.52	135434	67802	12	24	0	o__Bacteroidales_(UID2657)	96.29	0	0	1	lineage P	P	#cc4d8e
567_12M	Bacteroides	40	5023171	58	2	4107	1	2	GUT_GENOME005914	UHGG	MAG	SAMEA2580197	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	40	40	40	40	37	30	5023171	5023171	5023171	5023171	4969287	4741503	40	403427	5023171	43.17	185722	116857	10	19	0	o__Bacteroidales_(UID2657)	98.37	0.68	66.67	1	lineage Q	Q	#672c41
567_4M	Bacteroides	27	4410869	51	NA	3594	1	1	GUT_GENOME005926	UHGG	MAG	SAMEA2580198	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	27	27	26	26	24	21	4410869	4410869	4408557	4408557	4371955	4264867	27	672381	4410869	43.36	254564	147052	6	11	0	o__Bacteroidales_(UID2657)	91.08	0.12	0	1	lineage Q	Q	#672c41
203_12M	Bacteroides	63	4707199	48	NA	3834	1	3	GUT_GENOME003089	UHGG	MAG	SAMEA2579981	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	63	63	62	58	49	31	4707199	4707199	4705373	4676686	4515025	3828954	63	600589	4707199	43.1	116168	58171	11	26	0	o__Bacteroidales_(UID2657)	96.3	0.37	0	1	lineage Q	Q	#672c41
18_B	Bacteroides	50	5140335	59	2	4235	2	NA	GUT_GENOME059069	UHGG	MAG	SAMEA2579969	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	50	50	50	47	41	28	5140335	5140335	5140335	5117266	5017241	4552570	50	588892	5140335	43.1	175380	99119	9	18	0	o__Bacteroidales_(UID2657)	97.77	2.6	64.29	1	origin	origin	#c9c493
180_4M	Bacteroides	30	5172115	59	NA	4297	1	NA	GUT_GENOME002755	UHGG	MAG	SAMEA2579956	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	30	30	29	28	25	21	5172115	5172115	5168056	5161477	5102130	4939547	30	765537	5172115	43.31	291636	158217	6	12	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
V1_FI21	Bacteroides	53	4712650	45	NA	3820	1	3	GUT_GENOME121576	UHGG	MAG	SAMEA2338842	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	53	53	51	46	37	27	4712650	4712650	4705902	4667676	4517242	4205452	53	454629	4712650	43.31	207359	85237	8	17	0	o__Bacteroidales_(UID2657)	97.16	0.37	0	1	origin	origin	#c9c493
338_4M	Bacteroides	47	4608867	62	2	3794	NA	1	GUT_GENOME060209	UHGG	MAG	SAMEA2580070	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	47	47	46	45	35	27	4608867	4608867	4604982	4598353	4414343	4117552	47	493939	4608867	43.31	147858	96619	9	18	0	o__Bacteroidales_(UID2657)	91.58	0.37	100	1	origin	origin	#c9c493
640_12M	Bacteroides	108	5007436	47	NA	4201	1	3	GUT_GENOME062673	UHGG	MAG	SAMEA2580277	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	108	108	98	88	67	35	5007436	5007436	4973921	4896056	4551964	3422104	108	259647	5007436	43.23	74416	40969	21	43	0	o__Bacteroidales_(UID2657)	95.01	0.87	33.33	1	origin	origin	#c9c493
V1_CD4_0_PT	Bacteroides	51	4962994	64	NA	4155	1	NA	GUT_GENOME073453	UHGG	MAG	SAMEA2338803	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	51	51	51	51	43	29	4962994	4962994	4962994	4962994	4825097	4285405	51	432022	4962994	43.71	158883	74297	9	20	0	o__Bacteroidales_(UID2657)	93.68	0.37	0	1	origin	origin	#c9c493
180_12M	Bacteroides	29	4323488	52	1	3523	1	NA	GUT_GENOME058916	UHGG	MAG	SAMEA2579955	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	29	29	28	28	24	20	4323488	4323488	4319429	4319429	4246822	4077678	29	477443	4323488	43.56	254261	139120	6	12	0	o__Bacteroidales_(UID2657)	92.57	0	0	1	origin	origin	#c9c493
521_4M	Bacteroides	97	5357432	62	NA	4534	1	NA	GUT_GENOME078666	UHGG	MAG	SAMEA2580150	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	97	97	79	68	52	35	5357432	5357432	5311093	5237563	4949965	4296066	97	306961	5357432	43.72	104889	61276	15	31	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
275_B	Bacteroides	41	4870982	55	NA	4038	1	NA	GUT_GENOME003801	UHGG	MAG	SAMEA2580043	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	41	41	39	37	32	24	4870982	4870982	4865506	4851019	4764163	4439330	41	577323	4870982	43.31	221281	134384	7	14	0	o__Bacteroidales_(UID2657)	97.03	0.23	72.73	1	origin	origin	#c9c493
275_M	Bacteroides	55	5020979	48	NA	4203	1	NA	GUT_GENOME059860	UHGG	MAG	SAMEA2580044	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	55	55	52	48	41	26	5020979	5020979	5011448	4978225	4838708	4256479	55	424401	5020979	43.45	184244	81655	9	19	0	o__Bacteroidales_(UID2657)	98.17	0	0	1	origin	origin	#c9c493
626_4M	Bacteroides	45	4818967	52	NA	3918	1	1	GUT_GENOME062488	UHGG	MAG	SAMEA2580262	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	45	45	43	40	33	23	4818967	4818967	4813441	4794229	4679813	4310385	45	506154	4818967	43.25	259131	127756	7	14	0	o__Bacteroidales_(UID2657)	99.05	0.01	100	1	origin	origin	#c9c493
338_B	Bacteroides	33	4824976	66	1	4010	1	1	GUT_GENOME060211	UHGG	MAG	SAMEA2580071	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	33	33	32	32	28	24	4824976	4824976	4820930	4820930	4742740	4586590	33	580265	4824976	43.32	244917	117489	6	13	0	o__Bacteroidales_(UID2657)	97.4	0	0	1	origin	origin	#c9c493
MetaHIT_MH0193	Bacteroides	68	4964103	39	NA	4073	1	2	GUT_GENOME110853	UHGG	MAG	SAMEA2157917	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	68	68	64	56	42	35	4964103	4964103	4952068	4887765	4656482	4400194	68	373913	4964103	43.38	124539	80612	13	25	0	o__Bacteroidales_(UID2657)	97.38	0	0	1	origin	origin	#c9c493
10_M	Bacteroides	35	4815787	52	1	3916	1	NA	GUT_GENOME058383	UHGG	MAG	SAMEA2579916	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	35	35	34	33	28	22	4815787	4815787	4812806	4807243	4714832	4506389	35	599190	4815787	43.32	302229	138395	6	12	0	o__Bacteroidales_(UID2657)	96.75	0	0	1	origin	origin	#c9c493
238_12M	Bacteroides	63	5143167	54	NA	4295	1	2	GUT_GENOME003226	UHGG	MAG	SAMEA2579993	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	63	63	55	54	45	37	5143167	5143167	5113031	5107615	4936208	4669715	63	465080	5143167	43.18	119072	72594	12	25	0	o__Bacteroidales_(UID2657)	98.81	0.37	0	1	origin	origin	#c9c493
274_4M	Bacteroides	110	5582390	62	2	4718	1	1	GUT_GENOME077185	UHGG	MAG	SAMEA2580038	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	110	110	103	80	64	38	5582390	5582390	5558414	5400011	5131437	4202592	110	392351	5582390	43.73	82277	50696	16	38	0	o__Bacteroidales_(UID2657)	99.22	0.68	0	1	origin	origin	#c9c493
MH0221	Bacteroides	49	5062328	45	1	4211	NA	1	GUT_GENOME055245	UHGG	MAG	SAMEA2338624	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	49	49	48	46	40	33	5062328	5062328	5060129	5044233	4955480	4685531	49	611063	5062328	43.29	172200	87239	9	20	0	o__Bacteroidales_(UID2657)	98.43	0	0	1	origin	origin	#c9c493
635_B	Bacteroides	397	5165142	48	NA	4356	1	2	GUT_GENOME006910	UHGG	MAG	SAMEA2580271	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	397	397	257	155	55	15	5165142	5165142	4748698	4020949	2492965	1103230	397	125716	5165142	43.11	23632	10880	59	142	0	o__Bacteroidales_(UID2657)	98.11	0.5	0	1	origin	origin	#c9c493
172_12M	Bacteroides	124	4985563	45	NA	4040	1	2	GUT_GENOME058795	UHGG	MAG	SAMEA2579947	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	124	124	110	90	69	39	4985563	4985563	4931006	4782408	4399084	3297804	124	190642	4985563	43.19	61801	41711	26	49	0	o__Bacteroidales_(UID2657)	97.75	1.12	0	1	origin	origin	#c9c493
V1_CD6_4	Bacteroides	178	5386058	43	1	4435	NA	1	GUT_GENOME137117	UHGG	MAG	SAMEA1963786	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	178	178	141	111	65	32	5386058	5386058	5272779	5049421	4315257	3085303	178	210321	5386058	42.91	62524	31571	26	55	0	o__Bacteroidales_(UID2657)	95.19	0.81	25	1	origin	origin	#c9c493
521_12M	Bacteroides	125	5018718	67	3	4139	1	NA	GUT_GENOME078657	UHGG	MAG	SAMEA2580149	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	125	125	87	74	47	35	5018718	5018718	4929753	4843485	4374950	3936707	125	376926	5018718	43.43	94942	54002	14	32	0	o__Bacteroidales_(UID2657)	99.24	0.19	100	1	origin	origin	#c9c493
341_12M	Bacteroides	53	5147295	49	NA	4309	1	3	GUT_GENOME060242	UHGG	MAG	SAMEA2580073	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	53	53	50	49	44	31	5147295	5147295	5138173	5130654	5039674	4587017	53	443433	5147295	43.11	162880	91775	10	20	0	o__Bacteroidales_(UID2657)	97.79	0.12	0	1	origin	origin	#c9c493
MetaHIT_MH0333	Bacteroides	144	4404496	36	2	3587	2	NA	GUT_GENOME112508	UHGG	MAG	SAMEA2153251	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	144	144	127	106	60	31	4404496	4404496	4352243	4190666	3418076	2368455	144	173894	4404496	43.73	53323	28622	28	56	0	o__Bacteroidales_(UID2657)	90.31	0.37	0	1	origin	origin	#c9c493
10_B	Bacteroides	34	4645610	49	NA	3835	1	1	GUT_GENOME075610	UHGG	MAG	SAMEA2579915	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	34	34	34	33	30	24	4645610	4645610	4645610	4640003	4599936	4403344	34	474198	4645610	43.47	266989	114583	7	14	0	o__Bacteroidales_(UID2657)	90.33	0	0	1	origin	origin	#c9c493
229_B	Bacteroides	121	5139328	53	1	4328	1	3	GUT_GENOME076627	UHGG	MAG	SAMEA2579991	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	121	121	99	85	61	33	5139328	5139328	5090882	4985033	4598231	3623538	121	243075	5139328	43.69	88954	41169	17	39	0	o__Bacteroidales_(UID2657)	95.54	0	0	1	origin	origin	#c9c493
130_4M	Bacteroides	44	5213805	58	NA	4358	1	2	GUT_GENOME002330	UHGG	MAG	SAMEA2579927	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	44	44	41	40	36	27	5213805	5213805	5203348	5197785	5122110	4762486	44	396291	5213805	43.19	208185	128404	9	16	0	o__Bacteroidales_(UID2657)	99.11	0	0	1	origin	origin	#c9c493
V1_CD21_4	Bacteroides	94	5102948	51	1	4228	2	NA	GUT_GENOME136659	UHGG	MAG	SAMEA2042113	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	94	94	79	73	48	32	5102948	5102948	5054315	5007626	4594947	4083218	94	359712	5102948	43.17	122397	57643	13	28	0	o__Bacteroidales_(UID2657)	97.52	0.37	0	1	origin	origin	#c9c493
53_4M	Bacteroides	42	4914465	53	NA	4045	1	NA	GUT_GENOME005522	UHGG	MAG	SAMEA2580166	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	42	42	42	41	32	30	4914465	4914465	4914465	4908869	4742086	4670323	42	603217	4914465	43.34	157014	112622	8	18	0	o__Bacteroidales_(UID2657)	97.92	0	0	1	origin	origin	#c9c493
103_M	Bacteroides	348	4691801	39	NA	3842	1	NA	GUT_GENOME002087	UHGG	MAG	SAMEA2579909	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	348	348	259	164	47	7	4691801	4691801	4418817	3727014	1802045	404978	348	68358	4691801	43.83	21354	11592	71	145	0	o__Bacteroidales_(UID2657)	92.53	3.26	52.94	1	origin	origin	#c9c493
10_4M	Bacteroides	25	5043414	59	NA	4182	1	1	GUT_GENOME002096	UHGG	MAG	SAMEA2579910	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	25	25	25	25	23	22	5043414	5043414	5043414	5043414	5011236	4976900	25	1082750	5043414	43.31	302229	173459	6	11	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
238_B	Bacteroides	39	5013476	57	NA	4163	1	1	GUT_GENOME003234	UHGG	MAG	SAMEA2579995	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	39	39	39	39	34	27	5013476	5013476	5013476	5013476	4922497	4697362	39	575799	5013476	43.35	211765	103649	8	16	0	o__Bacteroidales_(UID2657)	97.03	0	0	1	origin	origin	#c9c493
272_4M	Bacteroides	94	4585578	27	NA	3714	NA	NA	GUT_GENOME003704	UHGG	MAG	SAMEA2580034	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	94	94	90	82	61	37	4585578	4585578	4570087	4510575	4179504	3297417	94	219883	4585578	43.46	65813	48569	21	40	0	o__Bacteroidales_(UID2657)	94.49	0.62	33.33	1	origin	origin	#c9c493
O2_UC26_2	Bacteroides	113	5093104	31	1	4182	NA	NA	GUT_GENOME135015	UHGG	MAG	SAMEA2042920	Spain	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	113	113	111	97	63	36	5093104	5093104	5087204	4989030	4419308	3431084	113	372750	5093104	43.53	75369	40088	22	45	0	o__Bacteroidales_(UID2657)	91.83	3.47	40	1	origin	origin	#c9c493
181_12M	Bacteroides	73	4814522	51	1	4030	1	1	GUT_GENOME002803	UHGG	MAG	SAMEA2579959	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	73	73	64	58	48	31	4814522	4814522	4788334	4741759	4589741	3969710	73	258803	4814522	43.07	136637	68994	13	26	0	o__Bacteroidales_(UID2657)	96.47	0.56	50	2	NA	NA	NA
MetaHIT_MH0101	Bacteroides	115	5102591	49	NA	4210	2	1	GUT_GENOME109003	UHGG	MAG	SAMEA2150909	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	115	115	101	87	68	37	5102591	5102591	5049472	4952470	4644496	3487752	115	225162	5102591	43.3	71223	42178	22	45	0	o__Bacteroidales_(UID2657)	98.78	4.55	14.29	2	NA	NA	NA
624_B	Bacteroides	149	4727737	48	NA	3835	1	1	GUT_GENOME079962	UHGG	MAG	SAMEA2580259	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	40.41663279	-3.703765869	149	149	137	109	73	32	4727737	4727737	4687260	4479040	3879276	2442050	149	176601	4727737	43.55	50718	29385	31	61	0	o__Bacteroidales_(UID2657)	96.53	0.76	66.67	2	NA	NA	NA
MH0101	Bacteroides	116	4820336	41	1	3955	2	1	GUT_GENOME133127	UHGG	MAG	SAMEA2042436	Denmark	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	116	116	105	94	63	34	4820336	4820336	4777061	4696524	4180241	3079258	116	225118	4820336	43.35	66681	38953	23	47	0	o__Bacteroidales_(UID2657)	97.17	4.03	15.38	2	NA	NA	NA
157_4M	Bacteroides	88	4801249	48	NA	4052	1	NA	GUT_GENOME076002	UHGG	MAG	SAMEA2579944	Sweden	Europe	Homo sapiens	faeces	NA	2008/2010	55.676097	12.568337	88	88	73	65	49	36	4801249	4801249	4761168	4709431	4417838	3944167	88	200026	4801249	43.59	115329	67568	16	30	0	o__Bacteroidales_(UID2657)	90.33	0.65	0	2	NA	NA	NA
CL04T03C20	Bacteroides	54	5221750	65	5	4351	1	2	GCA_002810995.1_Bfra_CL04T03C20_v1_genomic.fna	Genbank	Isolate	SAMN07735200	USA	North America	Homo sapiens	faeces	NA	2009-05	NA	NA	54	21	17	17	15	13	5221750	5210375	5197201	5197201	5172215	5097767	27	1080273	5214095	43.09	521851	392337	4	7	60.51	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage Q	Q	#672c41
FAT_015_22_42_0	Bacteroides	127	4849069	47	1	3951	1	2	GUT_GENOME126394	UHGG	MAG	SAMEA3882531	Netherlands	Europe	Homo sapiens	faeces	NA	2009/2010	52	5	127	127	98	87	64	37	4849069	4849069	4771262	4690845	4284020	3301137	127	182248	4849069	43.3	71174	46749	23	44	0	o__Bacteroidales_(UID2657)	96.81	0	0	1	lineage O	O	#cf9cb3
YSZC12003_35524	Bacteroides	40	4945572	52	1	4035	1	NA	GUT_GENOME251604	UHGG	MAG	SAMEA3449156	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	40	40	39	37	31	25	4945572	4945572	4943871	4932261	4824525	4602851	40	616341	4945572	43.09	235385	119244	7	14	0	o__Bacteroidales_(UID2657)	98.86	1.2	77.78	1	lineage O	O	#cf9cb3
YSZC12003_37205	Bacteroides	104	4816556	41	NA	3934	NA	NA	GUT_GENOME257973	UHGG	MAG	SAMEA3449308	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	104	104	91	81	51	36	4816556	4816556	4779672	4705082	4239783	3688301	104	222722	4816556	43.33	101992	50293	18	35	0	o__Bacteroidales_(UID2657)	97.23	1.12	66.67	1	lineage O	O	#cf9cb3
YSZC12003_36052	Bacteroides	36	4919008	50	1	4016	1	3	GUT_GENOME254308	UHGG	MAG	SAMEA3449331	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	36	36	35	33	27	20	4919008	4919008	4917449	4901257	4819289	4558121	36	632918	4919008	43.13	264899	150807	6	11	0	o__Bacteroidales_(UID2657)	97.57	0.74	50	1	lineage O	O	#cf9cb3
YSZC12003_37207R1	Bacteroides	34	5041576	63	1	4194	1	2	GUT_GENOME258033	UHGG	MAG	SAMEA3449309	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	34	34	31	31	28	26	5041576	5041576	5034612	5034612	4977650	4902144	34	596915	5041576	43.17	264757	138581	7	13	0	o__Bacteroidales_(UID2657)	98.88	0	0	1	lineage Q	Q	#672c41
YSZC12003_37879	Bacteroides	56	4830092	54	NA	3947	1	NA	GUT_GENOME261329	UHGG	MAG	SAMEA3449376	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	56	56	56	51	48	35	4830092	4830092	4830092	4798240	4749016	4288671	56	310788	4830092	43.27	130869	68230	12	24	0	o__Bacteroidales_(UID2657)	98.17	0	0	1	origin	origin	#c9c493
YSZC12003_37880	Bacteroides	150	5167529	35	NA	4208	NA	2	GUT_GENOME261345	UHGG	MAG	SAMEA3449427	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	150	150	127	101	65	40	5167529	5167529	5104749	4922051	4332811	3425965	150	235055	5167529	42.98	64989	37860	26	51	0	o__Bacteroidales_(UID2657)	95.67	2.97	22.22	1	origin	origin	#c9c493
YSZC12003_37652	Bacteroides	63	4765569	48	NA	3854	1	2	GUT_GENOME260917	UHGG	MAG	SAMEA3449371	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	63	63	49	44	33	24	4765569	4765569	4719775	4682490	4515546	4172036	63	575629	4765569	43.34	223768	96970	8	17	0	o__Bacteroidales_(UID2657)	92.23	0.37	100	1	origin	origin	#c9c493
YSZC12003_37269	Bacteroides	45	4867227	58	NA	3983	1	NA	GUT_GENOME258700	UHGG	MAG	SAMEA3449246	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	45	45	44	40	34	27	4867227	4867227	4865221	4835922	4742650	4478228	45	560751	4867227	43.21	173224	112337	10	18	0	o__Bacteroidales_(UID2657)	98.88	0	0	1	origin	origin	#c9c493
YSZC12003_37315	Bacteroides	114	5381369	52	NA	4635	1	NA	GUT_GENOME259538	UHGG	MAG	SAMEA3449351	United Kingdom	Europe	Homo sapiens	faeces	NA	2010/2012	51.5	-0.12	114	114	100	81	58	31	5381369	5381369	5339511	5204592	4824776	3790512	114	460736	5381369	43.42	98416	44215	16	37	0	o__Bacteroidales_(UID2657)	97.36	1.3	12.5	2	NA	NA	NA
G88708	Bacteroides	88	4930155	58	1	4032	1	1	GUT_GENOME159816	UHGG	MAG	SAMN06110009	Netherlands	Europe	Homo sapiens	NA	NA	2013/2014	NA	NA	88	88	84	76	57	40	4930155	4930155	4918518	4855103	4508068	3870265	88	213219	4930155	43.37	82229	54042	19	37	0	o__Bacteroidales_(UID2657)	98.33	0.37	0	1	origin	origin	#c9c493
